tag;word;lang
BOR;confine;it
BOR;frontier*;it
BOR;border*;en
BOR;frontière*;fr
BOR;frontali*;fr
BOR;frontera*;es
BOR;fronteriz*;es
BOR;confin*;es
BOR;grenz*;de
